transfer_created_by_customer_time,transfer_received_by_tw_time,transfer_converted_time,transfer_sent_out_by_tw_time,transfer_delivered_to_customer_time,payment_method
4/4/2015 9:57:44,4/8/2015 10:56:42,4/8/2015 11:41:00,4/8/2015 11:52:44,4/8/2015 12:07:44,A
1/13/2015 16:52:55,1/15/2015 11:44:40,1/15/2015 12:37:29,1/15/2015 12:44:24,1/15/2015 12:59:24,A
1/14/2015 15:19:46,1/16/2015 9:19:34,1/16/2015 9:48:18,1/16/2015 9:57:20,1/16/2015 10:12:20,A
9/18/2015 17:57:46,9/22/2015 11:35:07,9/22/2015 11:47:35,9/22/2015 12:10:06,9/22/2015 12:25:06,A
1/15/2015 21:12:21,1/19/2015 11:52:44,1/19/2015 12:53:58,1/19/2015 13:07:48,1/19/2015 13:22:48,A
4/15/2015 12:11:07,4/17/2015 12:21:37,4/17/2015 13:14:04,4/17/2015 13:32:07,4/17/2015 13:47:07,A
12/1/2015 12:10:08,12/3/2015 11:55:05,12/3/2015 11:57:58,12/3/2015 12:06:04,12/3/2015 12:21:04,A
4/29/2015 12:47:15,5/1/2015 10:56:58,5/1/2015 11:55:04,5/1/2015 12:08:26,5/1/2015 12:23:26,A
11/2/2015 15:26:34,11/4/2015 12:50:05,11/4/2015 13:16:00,11/4/2015 13:37:00,11/4/2015 13:52:00,A
10/20/2015 12:14:47,10/21/2015 13:53:17,10/21/2015 14:19:00,10/21/2015 14:28:02,10/21/2015 14:43:02,C
7/6/2015 11:32:06,7/8/2015 13:09:50,7/10/2015 13:52:07,7/10/2015 14:15:01,7/10/2015 14:30:01,A
8/27/2015 18:42:20,8/31/2015 13:35:06,8/31/2015 13:48:00,8/31/2015 13:59:04,8/31/2015 14:14:04,A
6/29/2015 16:04:29,7/1/2015 12:55:10,7/1/2015 13:16:11,7/1/2015 13:23:04,7/1/2015 13:38:04,A
12/3/2015 20:38:55,12/9/2015 11:52:18,12/9/2015 12:30:33,12/9/2015 12:50:14,12/9/2015 13:05:14,A
8/17/2015 20:04:54,8/19/2015 13:05:03,8/19/2015 13:07:07,8/19/2015 13:14:00,8/19/2015 13:29:00,A
4/29/2015 21:27:50,5/1/2015 10:56:17,5/1/2015 10:56:46,5/1/2015 11:09:26,5/1/2015 11:24:26,A
10/4/2015 17:56:56,10/6/2015 12:05:05,10/6/2015 12:25:09,10/6/2015 12:33:02,10/6/2015 12:48:02,A
11/22/2015 22:38:23,11/22/2015 22:39:45,11/23/2015 1:31:54,11/23/2015 8:12:01,11/23/2015 8:27:01,B
7/3/2015 6:45:29,7/7/2015 12:46:47,7/7/2015 13:13:37,7/7/2015 13:21:02,7/7/2015 13:36:02,A
9/1/2015 8:50:06,9/3/2015 13:35:02,9/3/2015 13:38:15,9/3/2015 14:29:04,9/3/2015 14:44:04,A
10/8/2015 12:36:40,10/9/2015 11:55:03,10/9/2015 11:56:42,10/9/2015 12:04:05,10/9/2015 12:19:05,A
4/20/2015 10:05:01,4/21/2015 11:42:27,4/21/2015 12:26:36,4/21/2015 13:06:53,4/21/2015 13:21:53,A
12/8/2015 9:55:55,12/8/2015 9:59:27,12/8/2015 10:20:24,12/8/2015 10:34:00,12/8/2015 10:49:00,B
6/30/2015 21:19:25,7/2/2015 13:36:05,7/2/2015 14:31:48,7/2/2015 15:32:00,7/2/2015 15:47:00,A
10/23/2015 10:16:37,10/26/2015 11:50:03,10/26/2015 11:54:56,10/26/2015 12:38:04,10/26/2015 12:53:04,A
5/27/2015 16:25:02,5/29/2015 14:00:06,5/29/2015 14:06:32,5/29/2015 14:20:03,5/29/2015 14:35:03,A
6/9/2015 20:44:09,6/11/2015 12:50:05,6/11/2015 12:58:59,6/11/2015 13:07:00,6/11/2015 13:22:00,A
6/11/2015 15:50:42,6/15/2015 11:45:04,6/15/2015 12:18:17,6/15/2015 12:42:01,6/15/2015 12:57:01,A
5/15/2015 11:23:54,5/19/2015 12:58:01,5/19/2015 13:50:17,5/19/2015 14:05:02,5/19/2015 14:20:02,A
3/31/2015 16:12:25,4/2/2015 10:23:14,4/2/2015 14:56:10,4/2/2015 16:34:14,4/2/2015 16:49:14,A
12/27/2015 20:23:44,12/29/2015 13:38:10,12/29/2015 13:53:16,12/29/2015 14:17:00,12/29/2015 14:32:00,A
9/26/2015 19:25:39,9/29/2015 13:02:36,9/29/2015 13:07:10,9/29/2015 13:20:19,9/29/2015 13:35:19,A
4/29/2015 9:56:31,5/1/2015 10:56:56,5/1/2015 11:55:04,5/1/2015 12:08:26,5/1/2015 12:23:26,A
1/24/2015 21:42:35,1/27/2015 11:23:31,1/27/2015 12:01:26,1/27/2015 12:17:18,1/27/2015 12:32:18,A
1/27/2015 11:52:38,1/29/2015 11:56:59,1/29/2015 13:14:05,1/29/2015 13:33:49,1/29/2015 13:48:49,A
2/14/2015 20:25:47,2/17/2015 13:00:15,2/17/2015 20:37:09,2/17/2015 20:49:01,2/17/2015 21:04:01,A
4/10/2015 7:26:30,4/13/2015 12:16:20,4/13/2015 12:49:25,4/13/2015 13:37:00,4/13/2015 13:52:00,A
5/15/2015 15:29:50,5/19/2015 12:56:54,5/19/2015 13:50:17,5/19/2015 14:05:04,5/19/2015 14:20:04,A
6/17/2015 8:32:29,6/19/2015 13:08:25,6/19/2015 13:22:10,6/19/2015 13:29:00,6/19/2015 13:44:00,A
12/5/2015 21:39:16,12/8/2015 11:38:07,12/8/2015 11:52:12,12/8/2015 12:04:05,12/8/2015 12:19:05,A
5/25/2015 15:40:13,5/27/2015 11:45:01,5/27/2015 12:07:21,5/27/2015 13:47:30,5/27/2015 14:02:30,A
9/23/2015 15:51:41,9/25/2015 11:45:04,9/25/2015 11:54:42,9/25/2015 12:11:04,9/25/2015 12:26:04,A
1/28/2015 9:41:07,1/30/2015 10:48:35,1/30/2015 11:30:14,1/30/2015 11:48:36,1/30/2015 12:03:36,A
6/10/2015 20:22:18,6/15/2015 9:51:21,6/15/2015 10:06:20,6/15/2015 10:17:10,6/15/2015 10:32:10,A
3/1/2015 12:07:15,3/3/2015 12:32:56,3/3/2015 12:50:42,3/3/2015 13:00:55,3/3/2015 13:15:55,A
10/27/2015 9:40:03,10/29/2015 12:10:04,10/29/2015 12:15:09,10/29/2015 12:25:02,10/29/2015 12:40:02,A
5/7/2015 7:02:56,5/8/2015 12:25:10,5/8/2015 13:18:55,5/8/2015 13:36:07,5/8/2015 13:51:07,A
11/18/2015 19:26:20,11/20/2015 11:55:03,11/20/2015 11:56:33,11/20/2015 12:07:01,11/20/2015 12:22:01,A
2/24/2015 18:00:53,2/26/2015 14:19:33,2/26/2015 14:20:01,2/26/2015 14:30:44,2/26/2015 14:45:44,A
11/24/2015 13:40:41,11/27/2015 10:39:14,11/28/2015 14:05:52,11/28/2015 14:19:03,11/28/2015 14:34:03,A
9/23/2015 16:37:26,9/23/2015 16:40:33,9/23/2015 16:47:32,9/23/2015 17:04:11,9/23/2015 17:19:11,B
1/3/2015 20:11:38,1/6/2015 11:15:15,1/6/2015 11:25:44,1/6/2015 11:33:27,1/6/2015 11:48:27,A
7/20/2015 18:51:56,7/22/2015 13:00:02,7/22/2015 13:02:30,7/22/2015 13:07:00,7/22/2015 13:22:00,A
6/24/2015 12:33:46,6/25/2015 12:50:03,6/25/2015 12:58:50,6/25/2015 13:10:01,6/25/2015 13:25:01,A
2/11/2015 8:16:24,2/13/2015 11:31:19,2/13/2015 11:55:50,2/13/2015 12:01:12,2/13/2015 12:16:12,A
10/23/2015 11:01:24,10/26/2015 11:50:01,10/26/2015 11:54:56,10/26/2015 12:38:05,10/26/2015 12:53:05,A
11/3/2015 10:59:24,11/5/2015 12:45:04,11/5/2015 12:49:42,11/5/2015 13:16:03,11/5/2015 13:31:03,A
1/15/2015 22:44:49,1/19/2015 11:54:11,1/19/2015 12:53:58,1/19/2015 13:07:55,1/19/2015 13:22:55,A
10/1/2015 13:14:13,10/7/2015 12:29:56,10/8/2015 9:54:17,10/8/2015 10:05:01,10/8/2015 10:20:01,A
8/30/2015 19:42:07,9/1/2015 12:32:37,9/1/2015 12:39:48,9/1/2015 13:13:03,9/1/2015 13:28:03,A
9/21/2015 23:13:22,9/24/2015 13:00:02,9/24/2015 13:06:21,9/24/2015 13:16:04,9/24/2015 13:31:04,A
8/19/2015 21:46:52,8/21/2015 13:09:42,8/21/2015 16:13:25,8/21/2015 17:00:05,8/21/2015 17:15:05,A
1/29/2015 13:21:37,2/2/2015 10:38:56,2/2/2015 11:43:35,2/2/2015 12:04:30,2/2/2015 12:19:30,A
1/15/2015 18:02:41,1/19/2015 11:59:02,1/20/2015 10:28:26,1/20/2015 13:33:29,1/20/2015 13:48:29,A
7/29/2015 12:29:49,7/31/2015 15:15:02,7/31/2015 15:18:07,7/31/2015 15:24:01,7/31/2015 15:39:01,A
12/4/2015 16:44:40,12/8/2015 12:05:17,12/8/2015 12:18:38,12/8/2015 12:36:02,12/8/2015 12:51:02,A
12/21/2015 9:51:50,12/23/2015 11:44:07,12/23/2015 11:55:02,12/23/2015 12:04:02,12/23/2015 12:19:02,A
10/24/2015 12:54:34,10/27/2015 11:45:07,10/27/2015 11:54:42,10/27/2015 12:01:00,10/27/2015 12:16:00,A
1/25/2015 6:03:00,1/27/2015 11:22:11,1/27/2015 12:01:23,1/27/2015 12:17:27,1/27/2015 12:32:27,A
8/24/2015 7:17:33,8/25/2015 13:05:06,8/25/2015 13:12:19,8/25/2015 13:35:01,8/25/2015 13:50:01,A
12/27/2015 19:24:03,12/29/2015 13:38:10,12/29/2015 13:53:16,12/29/2015 14:17:00,12/29/2015 14:32:00,A
11/29/2015 21:48:31,12/1/2015 11:48:12,12/1/2015 12:00:51,12/1/2015 12:13:04,12/1/2015 12:28:04,A
6/1/2015 9:30:24,6/2/2015 12:50:02,6/2/2015 13:34:40,6/2/2015 13:57:00,6/2/2015 14:12:00,A
3/25/2015 14:57:39,3/27/2015 12:15:44,3/27/2015 13:09:13,3/27/2015 13:29:58,3/27/2015 13:44:58,A
11/25/2015 12:47:23,11/27/2015 10:41:31,11/27/2015 11:04:31,11/27/2015 11:14:19,11/27/2015 11:29:19,A
5/3/2015 18:16:14,5/5/2015 12:56:23,5/5/2015 18:58:10,5/5/2015 19:18:19,5/5/2015 19:33:19,A
8/19/2015 8:15:07,8/20/2015 12:50:02,8/20/2015 12:59:04,8/20/2015 13:07:02,8/20/2015 13:22:02,A
8/25/2015 12:18:26,9/1/2015 13:48:29,9/2/2015 7:29:46,9/2/2015 8:22:06,9/2/2015 8:37:06,A
10/28/2015 13:42:50,10/30/2015 13:46:14,10/30/2015 13:55:09,10/30/2015 14:16:00,10/30/2015 14:31:00,A
1/19/2015 22:21:15,1/22/2015 12:53:07,1/22/2015 13:37:35,1/22/2015 13:58:09,1/22/2015 14:13:09,A
12/15/2015 11:00:04,12/17/2015 11:40:07,12/17/2015 11:52:59,12/17/2015 12:01:03,12/17/2015 12:16:03,A
2/1/2015 11:55:29,2/3/2015 11:48:32,2/3/2015 12:53:16,2/3/2015 13:06:03,2/3/2015 13:21:03,A
5/26/2015 22:09:18,6/2/2015 12:50:08,6/2/2015 13:34:40,6/2/2015 13:57:01,6/2/2015 14:12:01,A
4/27/2015 8:49:17,4/29/2015 10:57:58,4/29/2015 11:54:10,4/29/2015 12:09:41,4/29/2015 12:24:41,A
1/19/2015 19:36:27,2/4/2015 7:42:49,2/4/2015 14:08:29,2/4/2015 14:18:22,2/4/2015 14:33:22,A
2/10/2015 13:34:10,2/12/2015 10:46:02,2/12/2015 12:13:05,2/12/2015 12:23:45,2/12/2015 12:38:45,A
1/7/2015 7:22:27,1/8/2015 12:40:37,1/8/2015 12:54:58,1/8/2015 13:12:11,1/8/2015 13:27:11,A
4/7/2015 11:45:21,4/9/2015 12:49:32,4/9/2015 13:06:16,4/9/2015 13:32:31,4/9/2015 13:47:31,A
2/6/2015 1:15:57,2/9/2015 12:40:11,2/9/2015 13:10:26,2/9/2015 13:26:07,2/9/2015 13:41:07,A
5/5/2015 16:15:50,5/7/2015 12:39:35,5/7/2015 13:11:34,5/7/2015 13:25:44,5/7/2015 13:40:44,A
3/10/2015 7:53:55,3/12/2015 12:43:55,3/12/2015 13:27:09,3/12/2015 13:35:56,3/12/2015 13:50:56,A
10/15/2015 15:26:06,10/19/2015 11:50:03,10/19/2015 11:57:58,10/19/2015 12:16:01,10/19/2015 12:31:01,A
11/1/2015 22:21:33,11/3/2015 11:45:18,11/3/2015 11:50:38,11/3/2015 12:06:03,11/3/2015 12:21:03,A
12/14/2015 14:04:23,12/16/2015 11:58:02,12/16/2015 12:07:41,12/16/2015 12:29:03,12/16/2015 12:44:03,A
10/26/2015 17:00:56,10/28/2015 11:45:03,10/28/2015 12:04:49,10/28/2015 12:17:48,10/28/2015 12:32:48,A
9/15/2015 6:20:01,9/17/2015 12:12:04,9/17/2015 12:23:55,9/17/2015 12:35:08,9/17/2015 12:50:08,A
11/22/2015 16:04:07,11/24/2015 11:50:01,11/24/2015 15:09:39,11/24/2015 15:19:03,11/24/2015 15:34:03,A
1/10/2015 21:23:39,2/11/2015 17:43:07,2/13/2015 14:25:23,2/13/2015 14:33:05,2/13/2015 14:48:05,A
11/6/2015 15:33:04,11/10/2015 11:45:04,11/10/2015 11:51:35,11/10/2015 12:18:02,11/10/2015 12:33:02,A
2/19/2015 10:06:38,2/25/2015 12:36:59,2/26/2015 20:39:23,2/26/2015 20:55:03,2/26/2015 21:10:03,A
3/4/2015 23:16:38,3/9/2015 11:31:24,3/9/2015 11:54:29,3/9/2015 12:06:29,3/9/2015 12:21:29,A
8/12/2015 20:48:04,8/14/2015 11:45:02,8/14/2015 12:00:04,8/14/2015 12:07:01,8/14/2015 12:22:01,A
8/10/2015 13:52:45,8/12/2015 13:28:26,8/12/2015 13:35:28,8/12/2015 13:46:04,8/12/2015 14:01:04,C
2/11/2015 17:54:16,2/17/2015 16:00:15,2/17/2015 16:11:24,2/17/2015 16:25:41,2/17/2015 16:40:41,A
8/30/2015 15:09:58,9/1/2015 11:50:06,9/1/2015 11:54:33,9/1/2015 12:06:01,9/1/2015 12:21:01,A
4/29/2015 17:23:56,5/1/2015 10:56:01,5/1/2015 10:56:46,5/1/2015 11:09:24,5/1/2015 11:24:24,A
8/18/2015 8:44:24,8/19/2015 13:12:10,8/19/2015 13:28:25,8/19/2015 13:41:03,8/19/2015 13:56:03,A
7/14/2015 19:43:11,7/22/2015 15:50:21,7/22/2015 16:39:41,7/22/2015 16:50:01,7/22/2015 17:05:01,A
1/15/2015 17:22:42,1/19/2015 11:56:03,1/19/2015 12:53:59,1/19/2015 13:07:33,1/19/2015 13:22:33,A
7/18/2015 15:28:47,7/21/2015 12:56:39,7/21/2015 12:59:31,7/21/2015 13:16:00,7/21/2015 13:31:00,A
7/3/2015 23:32:27,7/7/2015 12:46:46,7/9/2015 9:11:01,7/9/2015 9:27:01,7/9/2015 9:42:01,A
4/11/2015 21:48:43,4/14/2015 15:06:26,4/14/2015 15:56:29,4/14/2015 16:08:02,4/14/2015 16:23:02,A
6/17/2015 13:54:55,6/19/2015 12:45:00,6/19/2015 12:46:25,6/19/2015 12:59:01,6/19/2015 13:14:01,A
1/24/2015 20:52:37,1/27/2015 11:22:44,1/27/2015 12:01:24,1/27/2015 12:17:13,1/27/2015 12:32:13,A
2/1/2015 22:27:36,2/3/2015 11:47:04,2/3/2015 12:53:12,2/3/2015 13:06:06,2/3/2015 13:21:06,A
1/20/2015 15:35:01,1/22/2015 12:52:41,1/22/2015 12:53:26,1/22/2015 13:08:05,1/22/2015 13:23:05,A
9/13/2015 19:42:22,9/15/2015 12:10:05,9/15/2015 12:17:38,9/15/2015 12:32:01,9/15/2015 12:47:01,A
12/17/2015 20:05:54,12/17/2015 20:07:19,12/17/2015 20:33:37,12/17/2015 20:39:09,12/17/2015 20:54:09,B
2/23/2015 14:01:27,2/25/2015 12:36:45,2/25/2015 12:44:39,2/25/2015 12:48:53,2/25/2015 13:03:53,A
10/26/2015 22:37:16,10/28/2015 11:45:08,10/28/2015 12:04:49,10/28/2015 12:18:48,10/28/2015 12:33:48,A
10/24/2015 11:20:46,10/27/2015 11:45:09,10/27/2015 11:54:42,10/27/2015 12:01:00,10/27/2015 12:16:00,A
8/26/2015 8:01:49,8/31/2015 13:41:23,9/1/2015 10:48:02,9/1/2015 10:58:01,9/1/2015 11:13:01,A
11/17/2015 19:00:29,11/19/2015 11:50:04,11/19/2015 16:02:45,11/19/2015 16:36:02,11/19/2015 16:51:02,A
8/25/2015 21:03:06,8/27/2015 11:05:05,8/27/2015 11:44:34,8/27/2015 11:51:01,8/27/2015 12:06:01,A
4/29/2015 8:32:46,4/30/2015 12:02:59,4/30/2015 12:12:22,4/30/2015 13:13:01,4/30/2015 13:28:01,A
7/13/2015 13:51:27,7/15/2015 11:45:04,7/15/2015 12:13:58,7/15/2015 12:25:03,7/15/2015 12:40:03,A
4/25/2015 9:30:41,4/28/2015 11:42:56,4/28/2015 12:15:38,4/28/2015 12:31:35,4/28/2015 12:46:35,A
4/8/2015 9:06:20,4/10/2015 13:01:14,4/10/2015 13:15:52,4/10/2015 13:48:35,4/10/2015 14:03:35,A
2/24/2015 21:17:31,2/26/2015 14:20:13,2/26/2015 14:21:00,2/26/2015 14:30:53,2/26/2015 14:45:53,A
11/5/2015 19:23:09,11/9/2015 12:33:48,11/9/2015 12:36:01,11/9/2015 12:49:04,11/9/2015 13:04:04,A
2/18/2015 12:06:35,2/20/2015 12:18:40,2/20/2015 12:28:46,2/20/2015 12:33:15,2/20/2015 12:48:15,C
12/17/2015 17:25:56,12/21/2015 11:24:44,12/21/2015 11:30:42,12/21/2015 11:36:02,12/21/2015 11:51:02,A
1/16/2015 22:51:35,1/20/2015 12:42:40,1/20/2015 13:07:54,1/20/2015 17:42:06,1/20/2015 17:57:06,A
8/24/2015 18:53:20,8/26/2015 13:14:34,8/26/2015 13:26:04,8/26/2015 13:34:01,8/26/2015 13:49:01,A
9/15/2015 12:54:44,9/17/2015 12:12:03,9/17/2015 12:23:55,9/17/2015 12:35:04,9/17/2015 12:50:04,A
12/29/2015 22:42:35,12/31/2015 10:51:10,12/31/2015 10:53:53,12/31/2015 11:02:01,12/31/2015 11:17:01,A
6/22/2015 11:17:05,6/23/2015 12:45:04,6/23/2015 13:38:31,6/23/2015 13:48:00,6/23/2015 14:03:00,A
6/23/2015 18:18:12,6/25/2015 12:50:02,6/25/2015 12:58:50,6/25/2015 13:10:02,6/25/2015 13:25:02,A
4/27/2015 9:28:19,4/29/2015 10:58:06,5/2/2015 10:36:33,5/2/2015 11:10:48,5/2/2015 11:25:48,A
10/19/2015 21:20:48,10/19/2015 21:23:17,10/19/2015 21:27:21,10/19/2015 21:44:00,10/19/2015 21:59:00,B
11/25/2015 21:37:40,11/25/2015 21:48:20,11/26/2015 0:21:31,11/26/2015 7:23:16,11/26/2015 7:38:16,B
12/21/2015 3:26:43,12/21/2015 3:31:55,12/21/2015 7:31:04,12/21/2015 7:53:13,12/21/2015 8:08:13,B
5/25/2015 10:41:43,5/27/2015 11:45:01,5/27/2015 12:07:21,5/27/2015 13:47:29,5/27/2015 14:02:29,A
8/9/2015 23:12:41,8/12/2015 12:50:03,8/12/2015 12:54:35,8/12/2015 13:01:00,8/12/2015 13:16:00,A
7/15/2015 11:10:31,7/28/2015 13:48:04,7/28/2015 14:28:44,7/28/2015 14:53:02,7/28/2015 15:08:02,A
11/1/2015 16:47:04,11/3/2015 11:45:20,11/3/2015 11:50:38,11/3/2015 12:06:06,11/3/2015 12:21:06,A
5/22/2015 8:49:00,5/25/2015 12:50:03,5/25/2015 13:15:15,5/25/2015 13:22:00,5/25/2015 13:37:00,A
8/12/2015 0:25:58,8/14/2015 11:45:08,8/14/2015 12:00:04,8/14/2015 12:07:00,8/14/2015 12:22:00,A
10/5/2015 16:31:28,10/7/2015 12:29:55,10/7/2015 12:50:46,10/7/2015 13:00:16,10/7/2015 13:15:16,A
6/25/2015 8:52:16,6/26/2015 13:40:02,6/26/2015 14:16:18,6/26/2015 14:29:02,6/26/2015 14:44:02,A
3/19/2015 11:08:52,3/20/2015 13:08:31,3/20/2015 13:12:22,3/20/2015 13:26:04,3/20/2015 13:41:04,A
9/1/2015 9:36:53,9/3/2015 13:47:38,9/4/2015 17:11:15,9/4/2015 17:26:00,9/4/2015 17:41:00,A
1/7/2015 11:17:57,1/9/2015 10:33:02,1/9/2015 10:51:13,1/9/2015 11:05:03,1/9/2015 11:20:03,A
11/9/2015 17:10:08,11/11/2015 11:18:13,11/11/2015 11:48:27,11/11/2015 11:59:03,11/11/2015 12:14:03,A
3/24/2015 17:37:12,3/26/2015 11:56:37,3/26/2015 12:04:05,3/26/2015 12:19:01,3/26/2015 12:34:01,A
8/24/2015 14:44:32,8/26/2015 13:24:01,8/26/2015 13:26:04,8/26/2015 13:34:03,8/26/2015 13:49:03,A
2/4/2015 21:08:12,2/6/2015 12:27:28,2/6/2015 16:44:55,2/6/2015 16:56:28,2/6/2015 17:11:28,A
2/25/2015 7:25:49,2/27/2015 12:20:43,2/27/2015 12:36:16,2/27/2015 12:49:24,2/27/2015 13:04:24,A
5/30/2015 20:46:25,6/4/2015 18:50:00,6/4/2015 19:36:12,6/4/2015 20:47:00,6/4/2015 21:02:00,A
1/9/2015 13:30:17,1/9/2015 13:30:17,1/9/2015 13:30:18,1/9/2015 13:30:18,1/9/2015 13:45:18,C
6/1/2015 23:43:21,6/4/2015 11:55:07,6/4/2015 12:36:50,6/4/2015 14:50:42,6/4/2015 15:05:42,A
4/13/2015 7:55:42,4/17/2015 12:21:41,4/17/2015 13:14:04,4/17/2015 13:32:08,4/17/2015 13:47:08,A
12/18/2015 18:38:52,12/22/2015 10:41:02,12/22/2015 10:46:37,12/22/2015 11:17:00,12/22/2015 11:32:00,A
3/31/2015 19:45:31,4/2/2015 10:24:24,4/2/2015 14:56:10,4/2/2015 16:33:51,4/2/2015 16:48:51,A
3/30/2015 19:32:19,4/2/2015 10:22:56,4/2/2015 14:56:10,4/2/2015 16:33:04,4/2/2015 16:48:04,A
6/2/2015 8:35:09,6/3/2015 12:16:48,6/3/2015 12:39:40,6/3/2015 12:59:01,6/3/2015 13:14:01,A
7/16/2015 8:38:46,7/20/2015 11:50:01,7/20/2015 11:51:26,7/20/2015 11:57:01,7/20/2015 12:12:01,A
5/13/2015 21:08:30,5/18/2015 11:17:53,5/18/2015 12:24:55,5/18/2015 12:36:01,5/18/2015 12:51:01,A
11/19/2015 18:54:30,11/23/2015 11:45:01,11/23/2015 11:56:59,11/23/2015 12:08:00,11/23/2015 12:23:00,A
11/10/2015 23:12:39,11/12/2015 12:50:02,11/12/2015 12:52:52,11/12/2015 13:10:07,11/12/2015 13:25:07,A
11/22/2015 21:31:07,11/24/2015 11:50:02,11/24/2015 11:55:28,11/24/2015 12:15:04,11/24/2015 12:30:04,A
8/21/2015 15:57:27,8/25/2015 13:05:15,8/25/2015 13:12:19,8/25/2015 13:35:05,8/25/2015 13:50:05,A
10/29/2015 19:45:36,11/2/2015 13:40:02,11/2/2015 13:44:18,11/2/2015 13:52:03,11/2/2015 14:07:03,A
1/9/2015 11:12:35,1/13/2015 11:05:54,1/13/2015 11:50:32,1/13/2015 11:55:18,1/13/2015 12:10:18,A
3/27/2015 22:47:54,3/31/2015 9:06:51,3/31/2015 9:22:32,3/31/2015 9:50:34,3/31/2015 10:05:34,A
9/23/2015 22:53:10,9/25/2015 11:45:05,9/25/2015 11:54:42,9/25/2015 12:11:03,9/25/2015 12:26:03,A
8/31/2015 8:40:52,9/2/2015 13:20:07,9/3/2015 12:21:23,9/3/2015 12:38:02,9/3/2015 12:53:02,A
4/22/2015 7:04:14,4/23/2015 12:38:02,4/24/2015 10:32:04,4/24/2015 10:39:58,4/24/2015 10:54:58,A
1/23/2015 16:50:53,1/27/2015 11:22:08,1/27/2015 12:01:23,1/27/2015 12:17:19,1/27/2015 12:32:19,A
5/1/2015 10:04:15,5/7/2015 12:38:08,5/7/2015 13:11:34,5/7/2015 13:25:30,5/7/2015 13:40:30,A
10/15/2015 16:16:14,10/19/2015 11:50:02,10/19/2015 11:57:58,10/19/2015 12:16:01,10/19/2015 12:31:01,A
4/22/2015 16:30:30,4/24/2015 12:18:34,4/24/2015 12:19:20,4/24/2015 12:33:06,4/24/2015 12:48:06,A
8/25/2015 10:50:36,8/27/2015 11:27:22,8/27/2015 11:59:16,8/27/2015 12:05:00,8/27/2015 12:20:00,A
5/9/2015 9:20:54,5/12/2015 11:58:25,5/12/2015 12:00:21,5/12/2015 12:12:00,5/12/2015 12:27:00,A
9/15/2015 14:07:20,9/17/2015 12:12:03,9/17/2015 12:23:55,9/17/2015 12:35:05,9/17/2015 12:50:05,A
5/17/2015 11:40:43,5/19/2015 12:56:57,5/19/2015 13:29:37,5/19/2015 14:05:02,5/19/2015 14:20:02,A
1/19/2015 20:02:56,1/21/2015 10:18:30,1/21/2015 10:46:31,1/22/2015 7:31:23,1/22/2015 7:46:23,A
7/21/2015 10:09:21,7/22/2015 13:00:02,7/22/2015 13:02:30,7/22/2015 13:07:00,7/22/2015 13:22:00,A
3/2/2015 16:55:07,3/4/2015 11:53:35,3/4/2015 11:59:38,3/4/2015 12:15:08,3/4/2015 12:30:08,A
5/20/2015 19:21:03,5/22/2015 11:50:04,5/22/2015 12:07:29,5/22/2015 12:13:03,5/22/2015 12:28:03,A
12/22/2015 9:38:45,12/23/2015 11:47:43,12/23/2015 11:55:02,12/23/2015 12:04:03,12/23/2015 12:19:03,A
11/20/2015 12:15:43,11/24/2015 11:50:02,11/24/2015 11:55:28,11/24/2015 12:15:04,11/24/2015 12:30:04,A
12/14/2015 16:50:15,12/16/2015 12:07:59,12/16/2015 12:08:41,12/16/2015 12:29:02,12/16/2015 12:44:02,A
1/15/2015 20:11:02,1/19/2015 11:59:27,1/19/2015 12:54:02,1/19/2015 13:08:06,1/19/2015 13:23:06,A
4/15/2015 8:27:24,4/16/2015 10:51:55,4/16/2015 11:21:23,4/16/2015 11:30:44,4/16/2015 11:45:44,A
11/21/2015 9:26:28,11/24/2015 11:50:07,11/24/2015 11:55:28,11/24/2015 12:15:07,11/24/2015 12:30:07,A
1/27/2015 20:15:52,1/29/2015 11:58:18,1/29/2015 13:14:07,1/29/2015 13:33:59,1/29/2015 13:48:59,A
12/20/2015 15:20:08,12/20/2015 15:20:29,12/20/2015 16:08:46,12/20/2015 16:18:02,12/20/2015 16:33:02,B
10/30/2015 9:00:54,11/3/2015 11:45:17,11/3/2015 11:50:38,11/3/2015 12:06:06,11/3/2015 12:21:06,A
10/28/2015 6:27:26,10/29/2015 12:10:00,11/3/2015 7:23:10,11/3/2015 8:09:02,11/3/2015 8:24:02,A
1/26/2015 13:52:58,1/28/2015 12:21:39,1/28/2015 12:24:01,1/28/2015 12:33:25,1/28/2015 12:48:25,A
9/25/2015 13:42:10,9/29/2015 13:02:19,9/29/2015 13:07:10,9/29/2015 13:20:15,9/29/2015 13:35:15,A
8/20/2015 12:41:32,8/21/2015 12:45:04,8/21/2015 12:57:14,8/21/2015 13:07:05,8/21/2015 13:22:05,A
9/22/2015 18:15:38,9/24/2015 13:00:02,9/24/2015 13:06:21,9/24/2015 13:16:04,9/24/2015 13:31:04,A
11/24/2015 11:30:37,11/26/2015 12:50:07,11/26/2015 12:59:29,11/26/2015 13:27:02,11/26/2015 13:42:02,A
5/5/2015 20:00:55,5/7/2015 12:38:50,5/7/2015 13:11:34,5/7/2015 13:25:37,5/7/2015 13:40:37,A
7/20/2015 15:15:39,7/28/2015 17:30:00,7/28/2015 18:03:37,7/28/2015 18:13:01,7/28/2015 18:28:01,A
